4;Warspite, Brest;-1;05h48;06h22;06h38;06h54;07h11;07h25
4;Tallinn, Brest;-1;05h49;06h24;06h40;06h56;07h13;07h27
4;Kerfeunteun, Brest;-1;05h50;06h25;06h41;06h57;07h14;07h28
4;Vali Hir, Brest;-1;05h51;06h26;06h42;06h58;07h15;07h29
4;Polygone, Brest;-1;05h52;06h27;06h43;07h00;07h17;07h32
4;Beaumanoir, Brest;-1;05h53;06h28;06h44;07h00;07h17;07h33
4;Rte de Guilers, Brest;-1;05h54;06h29;06h45;07h01;07h18;07h35
4;Landais (rue gallieni), Brest;-1;05h54;06h29;06h45;07h02;07h19;07h36
4;Les Capucins, Brest;-1;05h55;06h30;06h46;07h03;07h20;07h38
4;Coppin, Brest;-1;05h58;06h33;06h49;07h06;07h23;07h42
4;Harteloire, Brest;-1;05h58;06h33;06h49;07h06;07h23;07h43
4;Multiplexe, Brest;-1;05h59;06h34;06h50;07h07;07h24;07h44
4;Liberté Quartz, Brest;-1;06h00;06h35;06h51;07h08;07h25;07h45
4;Kennedy gare, Brest;-1;06h01;06h36;06h52;07h09;07h26;07h46
4;Rampes, Brest;-1;06h02;06h37;06h53;07h11;07h28;07h47
4;Port du Château, Brest;-1;06h03;06h38;06h54;07h12;07h29;07h48
4;Les Iles, Brest;-1;06h04;06h39;06h55;07h13;07h30;07h49
4;La Carène, Brest;-1;06h05;06h40;06h56;07h14;07h31;07h50
4;Port de Commerce, Brest;-1;06h06;06h41;06h57;07h15;07h32;07h51
5;Provence, Brest;1;06h02;06h27;06h39;06h55;07h10;07h27
5;Gascogne, Brest;1;06h03;06h28;06h40;06h56;07h11;07h28
5;Dauphiné, Brest;1;06h04;06h29;06h41;06h57;07h12;07h29
5;Berry, Brest;1;06h04;06h29;06h41;06h57;07h13;07h30
5;Saintonge, Brest;1;06h05;06h30;06h42;06h58;07h14;07h31
5;Vendée, Brest;1;06h06;06h31;06h43;06h59;07h15;07h32
5;Patinoire, Brest;1;06h07;06h32;06h44;07h00;07h16;07h33
5;Normandie, Brest;1;06h08;06h33;06h45;07h01;07h17;07h34
5;Clauzel, Brest;1;06h09;06h34;06h46;07h02;07h18;07h35
5;Garnier, Brest;1;06h09;06h34;06h46;07h02;07h19;07h36
5;Kergoat, Brest;1;06h10;06h35;06h47;07h03;07h20;07h37
5;Duc D'aumale, Brest;1;06h11;06h36;06h48;07h04;07h20;07h38
5;Kermenguy, Brest;1;06h12;06h37;06h49;07h05;07h22;07h40
5;Bouguen, Brest;1;06h13;06h38;06h50;07h06;07h23;07h41
5;Ségur, Brest;1;06h14;06h39;06h52;07h08;07h25;07h43
5;Boulogne, Brest;1;06h16;06h41;06h54;07h10;07h27;07h45
5;Portzmoguer, Brest;1;06h17;06h42;06h56;07h12;07h29;07h47
5;CAF, Brest;1;06h18;06h43;06h57;07h13;07h30;07h48
5;Multiplexe, Brest;1;06h19;06h44;06h58;07h14;07h31;07h49
5;Liberté Quartz, Brest;1;06h20;06h45;06h59;07h15;07h32;07h50
5;Gambetta gare, Brest;1;06h21;06h46;07h00;07h16;07h33;07h51
5;République, Brest;1;06h22;06h47;07h01;07h17;07h34;07h52
5;Sané, Brest;1;06h23;06h48;07h02;07h18;07h36;07h53
5;Forestou, Brest;1;06h24;06h49;07h03;07h20;07h37;07h55
5;D'Estienne D'Orves, Brest;1;06h24;06h49;07h03;07h20;07h38;07h55
5;Guelmeur Eglise, Brest;1;06h25;06h50;07h04;07h21;07h39;07h56
5;Guynemer, Brest;1;06h26;06h51;07h05;07h22;07h41;07h57
5;Rodin, Brest;1;06h27;06h52;07h06;07h23;07h42;07h58
5;Lyautey, Brest;1;06h27;06h52;07h06;07h24;07h43;07h59
5;Strasbourg (Valmy), Brest;1;06h28;06h53;07h07;07h25;07h44;08h00
5;Strasbourg (rte de Paris), Brest;1;06h29;06h54;07h08;07h26;07h45;08h01
5;Pen ar Creach, Brest;1;06h29;06h54;07h08;07h26;07h45;08h01
5;Coq Hardi, Brest;1;06h30;06h55;07h09;07h27;07h46;08h02
5;Kerbernard, Brest;1;06h30;06h55;07h10;07h28;07h47;08h03
5;Pont Neuf, Brest;1;06h31;06h56;07h10;07h28;07h47;08h03
5;Kergonan, Brest;1;06h32;06h57;07h11;07h29;07h48;08h04
5;Coulomb, Brest;1;06h33;06h58;07h13;07h31;07h50;08h06
5;Villeneuve, Brest;1;06h34;06h59;07h14;07h32;07h51;08h07
5;Dourjacq, Brest;1;06h35;07h00;07h15;07h33;07h52;08h08
5;Choiseul, Brest;1;06h36;07h01;07h16;07h35;07h54;08h10
5;Kerichen Lesven, Brest;1;06h37;07h02;07h17;07h36;07h55;08h11
5;Jules Lesven, Brest;1;06h38;07h03;07h18;07h38;07h56;08h12
5;Croix Rouge, Brest;1;06h40;07h05;07h21;07h41;07h59;08h15
5;Pen-ar-menez, Brest;1;06h41;07h06;07h22;07h43;08h00;08h16
5;Place de Bretagne, Brest;1;06h42;07h07;07h24;07h45;08h02;08h18
5;Place des FFI, Brest;1;06h44;07h09;07h25;07h47;08h03;08h19
5;Chapalain, Brest;1;06h44;07h09;07h26;07h48;08h04;08h20
5;Giloux, Brest;1;06h45;07h10;07h26;07h49;08h04;08h20
5;Lambézellec, Brest;1;06h45;07h10;07h27;07h50;08h05;08h21
5;St Vincent, Brest;1;06h46;07h11;07h28;07h51;08h06;08h22
5;Lanroze, Brest;1;06h47;07h12;07h29;07h52;08h07;08h23
5;Dunant, Brest;1;06h47;07h12;07h29;07h53;08h08;08h24
5;Broussais, Brest;1;06h48;07h13;07h30;07h54;08h09;08h25
5;Baudot, Brest;1;06h49;07h14;07h31;07h55;08h10;08h26
5;Poul Ar Feunteun, Brest;1;06h50;07h15;07h32;07h56;08h11;08h27
5;Niepce, Brest;1;06h51;07h16;07h33;07h57;08h12;08h28
5;Keraudren, Brest;1;06h52;07h17;07h35;07h59;08h14;08h30
5;Keruchen, Brest;1;06h54;07h19;07h36;08h00;08h15;08h31
5;Lagadec, Gouesnou;1;06h54;07h19;07h37;08h01;08h16;08h32
5;Porte de Gouesnou, Gouesnou;1;06h56;07h21;07h39;08h03;08h18;08h34
5;Porte De Gouesnou (parking), Gouesnou;-1;05h39;06h09;06h27;06h44;07h02;07h14
5;Porte De Gouesnou, Gouesnou;-1;05h40;06h10;06h28;06h45;07h03;07h15
5;Lagadec, Gouesnou;-1;05h41;06h11;06h29;06h46;07h04;07h16
5;Keruchen, Brest;-1;05h41;06h11;06h29;06h46;07h04;07h16
5;Keraudren, Brest;-1;05h43;06h13;06h31;06h48;07h06;07h18
5;Niepce, Brest;-1;05h44;06h14;06h32;06h49;07h07;07h19
5;Poul Ar Feunteun, Brest;-1;05h45;06h15;06h33;06h50;07h08;07h20
5;Baudot, Brest;-1;05h45;06h15;06h33;06h50;07h09;07h21
5;Broussais, Brest;-1;05h46;06h16;06h34;06h51;07h10;07h22
5;Dunant, Brest;-1;05h47;06h17;06h35;06h52;07h10;07h22
5;Lanroze, Brest;-1;05h47;06h17;06h35;06h52;07h11;07h23
5;St Vincent, Brest;-1;05h48;06h18;06h36;06h53;07h12;07h24
5;Lambézellec, Brest;-1;05h49;06h19;06h37;06h54;07h13;07h25
